YearMonth,CO_ppm,NO2_ppb,PM25_ugm3,EV_Total,Year,Renewable_Share,Coal_Share,AWND,PRCP,TAVG
2017-01-01,0.7612903225806452,36.025925925925925,8.412903225806453,-1.1685776802517929,2017,1.2677467627859886,0.45397669714961575,-2.6370921791936435,-0.25484219923296136,-1.5715042964486396
2017-02-01,0.54,36.95,5.325,-1.154764837834192,2017,1.2677467627859886,0.45397669714961575,-1.9087519977034464,1.509458152137264,-1.2660694294254085
2017-03-01,0.5419354838709678,37.61290322580645,4.261290322580645,-1.1442527265917057,2017,1.2677467627859886,0.45397669714961575,-0.9626344411959221,1.5856846790651717,-0.838215120187154
2017-04-01,0.503448275862069,35.86206896551724,5.3,-1.1321978822999812,2017,1.2677467627859886,0.45397669714961575,-1.2670695302881825,0.2934468285578995,-0.5347018484869783
2017-05-01,0.5548387096774193,37.236,6.548387096774194,-1.1197842628805268,2017,1.2677467627859886,0.45397669714961575,-2.3063544642016334,-0.2907725437230086,0.32478047101931795
2017-06-01,0.5,30.540000000000003,6.574074074074074,-1.1074782759993913,2017,1.2677467627859886,0.45397669714961575,-1.8596530986086308,-0.7547055532348617,0.8636290146035556
2017-07-01,0.5161290322580645,29.36451612903226,6.699999999999999,-1.0968226547058133,2017,1.2677467627859886,0.45397669714961575,-1.621483980462815,-1.4392388342247147,1.3851051541067323
2017-08-01,0.6555555555555556,42.87931034482759,16.43548387096774,-1.086884583667695,2017,1.2677467627859886,0.45397669714961575,-1.608532998901687,-1.3839884022644602,1.8103816060110485
2017-09-01,0.6181818181818182,38.38518518518519,10.89,-1.0762648398868901,2017,1.2677467627859886,0.45397669714961575,-1.2459214460339427,-0.8746908237316535,1.084970815000323
2017-10-01,0.58,32.257894736842104,8.990322580645161,-1.0611245294966885,2017,1.2677467627859886,0.45397669714961575,0.33695733612303175,0.7804133968978696,-0.008769687337008657
2017-11-01,0.6142857142857142,34.48823529411764,7.242857142857143,-1.0496078478965587,2017,1.2677467627859886,0.45397669714961575,1.4357888384355406,1.8445738511659449,-0.8344018774913619
2017-12-01,0.7935483870967742,35.18834841628959,9.270967741935484,-1.0418941826503658,2017,1.2677467627859886,0.45397669714961575,-0.4513494456006387,0.7557238305723063,-1.154306012442016
2018-01-01,0.6193548387096774,35.88846153846154,6.245161290322581,-1.0226638358040434,2018,1.0358988348650564,0.35626372357088765,1.6844626262531164,1.7948434441971786,-0.8773030293695363
2018-02-01,0.5214285714285715,34.42857142857143,5.256521739130435,-1.0126540097403791,2018,1.0358988348650564,0.35626372357088765,2.581062200519912,0.3647555150388451,-1.2968000547018852
2018-03-01,0.5935483870967742,37.765517241379314,6.687096774193549,-1.0002045128081518,2018,1.0358988348650564,0.35626372357088765,0.6935693441559792,-0.2584051244547397,-0.8554138002274023
2018-04-01,0.5133333333333333,33.25333333333334,6.076923076923077,-0.9839878770347603,2018,1.0358988348650564,0.35626372357088765,2.267485074674766,1.1043886818528206,-0.3725999460066205
2018-05-01,0.5193548387096775,38.60333333333333,7.593548387096774,-0.96070337124509,2018,1.0358988348650564,0.35626372357088765,-0.45944294438630257,-1.161681941243637,0.5720766431131875
2018-06-01,0.47,31.127586206896552,6.319999999999999,-0.9384234358130632,2018,1.0358988348650564,0.35626372357088765,0.21487832084983446,-0.8363015590181253,0.6689451682691704
