YearMonth,CO_ppm,NO2_ppb,PM25_ugm3,Electric Vehicle (EV) Total,Percent Electric Vehicles
2024-02,,25.107407407407408,4.289655172413793,91442.0,6.53
2024-03,0.2571428571428572,26.357142857142858,4.763333333333334,93047.0,6.64
2024-04,0.2699999999999999,22.986666666666668,5.0233333333333325,95117.0,6.77
2024-05,0.264516129032258,24.038709677419355,5.567741935483871,96942.0,6.91
2024-06,0.2392857142857143,23.29310344827586,4.98,98149.0,6.99
2024-07,0.2655172413793104,28.680769230769236,7.300000000000001,100660.0,7.15
2024-08,0.2777777777777778,28.180769230769236,8.170967741935485,103208.0,7.33
2024-09,0.31,27.527272727272727,8.553333333333335,105396.0,7.48
2024-10,,26.079310344827583,7.84516129032258,107937.0,7.65
2024-11,,24.43,7.736666666666666,109700.0,7.77
2024-12,,25.006451612903227,7.848387096774194,111462.0,7.89
