Date,CO_ppm,NO2_ppb,PM25_ugm3,YearMonth
2024-11-26,,17.9,7.7,2024-11
2024-11-27,,22.5,10.3,2024-11
2024-11-28,,16.2,8.2,2024-11
2024-11-29,,26.3,12.7,2024-11
2024-11-30,,24.2,13.5,2024-11
2024-12-01,,20.9,13.5,2024-12
2024-12-02,,23.5,16.9,2024-12
2024-12-03,,16.5,10.6,2024-12
2024-12-04,,30.4,22.0,2024-12
2024-12-05,,31.1,14.4,2024-12
2024-12-06,,28.2,14.3,2024-12
2024-12-07,,18.5,7.0,2024-12
2024-12-08,,26.5,5.8,2024-12
2024-12-09,,31.3,7.5,2024-12
2024-12-10,,18.8,6.0,2024-12
2024-12-11,,28.7,14.4,2024-12
2024-12-12,,32.4,12.0,2024-12
2024-12-13,,27.5,7.1,2024-12
2024-12-14,,15.5,4.3,2024-12
2024-12-15,,25.9,5.2,2024-12
2024-12-16,,22.3,4.1,2024-12
2024-12-17,,17.3,2.3,2024-12
2024-12-18,,34.6,6.4,2024-12
2024-12-19,,36.9,6.5,2024-12
2024-12-20,,30.2,8.5,2024-12
2024-12-21,,22.5,9.6,2024-12
2024-12-22,,26.7,4.2,2024-12
2024-12-23,,31.5,5.6,2024-12
2024-12-24,,21.2,6.3,2024-12
2024-12-25,,13.4,2.2,2024-12
2024-12-26,,22.1,4.1,2024-12
2024-12-27,,24.3,4.6,2024-12
2024-12-28,,15.7,4.0,2024-12
2024-12-29,,26.9,5.3,2024-12
2024-12-30,,23.6,3.3,2024-12
2024-12-31,,30.3,5.3,2024-12
